EmployeeID,StartDate,DOB,Age,YearsAtCompany,TrainingDate,SurveyDate,Department,JobRole,Attrition,BusinessTravel,Overtime,Gender,MaritalStatus,EducationField,PerformanceRating,MonthlyIncome,NumCompaniesWorked,DistanceFromHome,TrainingProgram,TrainingType,TrainingOutcome,TrainingCost,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
EMP0697,29-Feb-24,12-Jul-92,34,2,05-Mar-26,05-Apr-26,Sales,Sales Executive,No,Rarely,No,Male,Married,Marketing,3,80895,3,7,Leadership Development,Internal,Failed,521.43,3,3,4
EMP0698,07-Feb-25,21-Nov-61,65,1,17-Feb-26,15-Oct-24,Research & Development,Research Scientist,No,Frequently,Yes,Female,Widowed,Technical Degree,3,105128,7,22,Project Management,Internal,Passed,801.68,4,4,4
EMP0699,16-Jul-25,19-Oct-99,27,0,17-Sep-25,23-May-25,Sales,Area Sales Manager,No,Rarely,No,Male,Single,Marketing,4,89749,1,20,Technical Skills,Internal,Completed,945.37,5,3,3
EMP0700,13-Jul-21,01-Feb-88,38,4,15-Jan-22,13-Mar-26,Research & Development,Research Scientist,No,Frequently,No,Female,Married,Other,4,96566,5,29,Customer Service,Internal,Failed,697.15,3,5,3
EMP0701,25-Sep-15,21-Apr-00,26,10,04-Jan-17,05-Jun-26,Research & Development,Research Director,No,Rarely,Yes,Male,Single,Human Resources,5,82573,4,27,Communication Skills,Internal,Incomplete,555.53,4,1,4
EMP0702,11-Mar-20,03-Mar-76,50,6,25-Mar-25,18-Apr-25,Sales,Sales Executive,No,Rarely,Yes,Male,Divorced,Other,2,91973,3,25,Customer Service,Internal,Completed,325.66,5,3,3
EMP0703,18-Jun-21,02-Feb-83,43,4,06-Jan-25,26-Aug-24,Sales,Area Sales Manager,No,Frequently,No,Female,Single,Human Resources,1,104882,7,14,Customer Service,External,Passed,705.58,3,3,4
EMP0704,05-May-21,06-Jan-75,51,5,18-May-23,05-Sep-25,Sales,Sales Executive,No,Frequently,No,Male,Married,Other,4,69331,3,3,Communication Skills,Internal,Failed,984.02,4,4,3
EMP0705,08-Mar-25,27-Jul-68,58,1,20-Apr-25,13-Apr-25,Sales,Sales Manager,No,Frequently,Yes,Male,Single,Human Resources,5,33555,5,27,Project Management,Internal,Completed,528.6,4,1,3
EMP0706,06-Aug-16,01-Aug-79,47,9,21-Jun-22,14-Dec-25,Human Resources,HR Generalist,No,Rarely,No,Male,Single,Marketing,5,58850,5,11,Leadership Development,External,Passed,245.93,2,2,4
EMP0707,27-Mar-20,14-Nov-80,46,6,17-Jul-24,19-Nov-24,Sales,Sales Representative,No,Rarely,No,Male,Married,Medical,4,72798,3,17,Customer Service,External,Passed,193.01,4,3,3
EMP0708,07-Dec-20,07-Jun-93,33,5,03-Jan-25,23-Feb-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Divorced,Marketing,5,66497,5,18,Leadership Development,External,Incomplete,342.33,4,4,5
EMP0709,09-Jun-19,09-May-93,33,7,04-Mar-25,14-Jun-24,Sales,Sales Representative,No,Rarely,No,Female,Married,Life Sciences,4,40068,5,19,Technical Skills,Internal,Passed,612.5,2,4,3
EMP0710,14-Jul-24,02-Mar-76,50,1,01-Apr-26,07-Nov-24,Research & Development,Research Director,No,Rarely,No,Female,Divorced,Technical Degree,5,32378,4,18,Customer Service,External,Incomplete,952.12,1,4,4
EMP0711,29-Jul-17,20-Oct-65,61,8,14-May-19,22-Jan-26,Research & Development,Laboratory Technician,No,Rarely,No,Male,Single,Technical Degree,5,50176,1,6,Technical Skills,Internal,Incomplete,369.25,5,4,3
EMP0712,16-Jan-20,10-Nov-89,37,6,15-Apr-24,19-Nov-25,Research & Development,Research Scientist,No,Rarely,No,Female,Married,Technical Degree,5,81154,6,29,Project Management,Internal,Failed,374.85,4,3,3
EMP0713,05-May-18,18-Jul-73,53,8,06-Jul-24,03-Dec-25,Research & Development,Research Scientist,No,Travel,No,Male,Married,Other,3,96606,2,15,Customer Service,Internal,Completed,533.06,2,5,3
EMP0714,16-Dec-20,03-Jan-74,52,5,03-Feb-23,17-May-25,Research & Development,Laboratory Technician,No,Rarely,No,Female,Single,Other,3,83331,3,7,Technical Skills,External,Passed,926.69,3,4,5
EMP0715,11-Mar-18,05-Jul-87,39,8,06-Sep-18,19-Aug-25,Sales,Sales Representative,No,Rarely,No,Female,Married,Life Sciences,4,86148,2,5,Technical Skills,External,Incomplete,477.15,4,3,3
EMP0716,07-Aug-16,21-Apr-78,48,9,19-Mar-25,21-Nov-24,Human Resources,Recruiter,No,Rarely,No,Female,Married,Marketing,4,63383,3,5,Project Management,External,Completed,300.91,2,4,5
EMP0717,03-May-16,21-Apr-71,55,10,02-Apr-18,25-Jan-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Marketing,5,30158,3,7,Leadership Development,Internal,Passed,246.82,1,4,3
EMP0718,21-Sep-18,13-Jan-70,56,7,24-Jun-22,29-Apr-26,Human Resources,Recruiter,No,Rarely,Yes,Male,Married,Marketing,2,55895,1,22,Leadership Development,External,Failed,511.31,4,3,1
EMP0719,24-Nov-21,18-Aug-82,44,4,25-Jan-25,06-Aug-25,Sales,Area Sales Manager,No,Travel,No,Male,Married,Human Resources,3,59824,7,12,Customer Service,Internal,Failed,820.61,4,1,4
EMP0720,22-Jun-21,19-Jun-73,53,4,11-May-26,20-Oct-24,Research & Development,Laboratory Technician,No,Frequently,No,Female,Single,Technical Degree,4,55058,7,8,Project Management,Internal,Passed,362.22,3,2,4
EMP0721,06-Nov-24,13-Jun-72,54,1,08-Apr-25,04-Aug-25,Human Resources,HR Generalist,No,Travel,No,Male,Single,Technical Degree,2,66093,3,25,Customer Service,Internal,Incomplete,561.27,1,5,4
EMP0722,15-Oct-17,01-Mar-87,39,8,10-Aug-19,22-Jan-25,Sales,Sales Manager,Yes,Travel,Yes,Female,Married,Other,3,73828,3,18,Leadership Development,External,Failed,642.71,3,1,3
EMP0723,06-Jul-25,08-Oct-84,42,0,18-Sep-25,16-Nov-24,Sales,Area Sales Manager,No,Rarely,No,Male,Single,Human Resources,3,82060,1,28,Project Management,Internal,Failed,505.42,3,4,2
EMP0724,27-Oct-21,02-May-03,23,4,28-Oct-22,22-Feb-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Single,Life Sciences,4,59437,5,18,Communication Skills,External,Passed,272.52,3,2,4
EMP0725,11-Jan-24,12-Sep-74,52,2,08-Mar-26,25-Oct-25,Research & Development,Research Director,No,Rarely,No,Female,Married,Human Resources,3,30000,7,17,Project Management,External,Failed,929.57,3,3,5
EMP0726,08-Feb-21,06-Apr-67,59,5,05-Feb-25,15-May-26,Research & Development,Manufacturing Director,Yes,Rarely,No,Male,Married,Marketing,5,55342,6,23,Project Management,Internal,Completed,608.9,2,3,2
EMP0727,23-Mar-26,22-Apr-98,28,0,29-Mar-26,09-Jun-26,Sales,Sales Executive,No,Rarely,Yes,Male,Single,Medical,4,65874,2,11,Communication Skills,External,Failed,756.22,3,1,5
EMP0728,28-Jan-26,18-May-89,37,0,15-May-26,05-Jan-26,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Female,Married,Life Sciences,5,89456,3,15,Technical Skills,Internal,Completed,672.44,5,2,3
EMP0729,26-Oct-24,19-Apr-01,25,1,06-Sep-25,16-Sep-25,Sales,Sales Manager,No,Rarely,No,Male,Married,Marketing,4,53643,1,20,Technical Skills,Internal,Completed,998.24,3,4,4
EMP0730,20-Oct-16,27-Jun-80,46,9,09-Apr-20,08-Aug-25,Sales,Sales Representative,No,Rarely,No,Male,Single,Marketing,3,75250,3,25,Technical Skills,Internal,Passed,510.68,3,4,2
EMP0731,23-Nov-15,08-Mar-93,33,10,30-Jan-24,25-Aug-24,Sales,Sales Executive,No,Rarely,No,Female,Married,Medical,2,70801,7,6,Leadership Development,External,Failed,482.48,3,4,4
EMP0732,09-Sep-24,26-Jun-67,59,1,09-Dec-25,29-Aug-24,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Married,Technical Degree,1,65878,1,12,Project Management,Internal,Passed,424.13,3,1,2
EMP0733,25-Mar-22,01-Oct-82,44,4,06-Nov-23,13-Feb-25,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Human Resources,4,83610,2,23,Communication Skills,External,Passed,425.47,5,5,1
EMP0734,13-Aug-20,19-Oct-82,44,5,23-Aug-22,04-Feb-26,Research & Development,Research Scientist,No,Rarely,Yes,Male,Married,Medical,2,51783,4,29,Leadership Development,Internal,Passed,348.19,3,5,5
EMP0735,31-Jul-15,07-Oct-95,31,10,23-Nov-16,11-Aug-24,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Single,Life Sciences,3,53496,7,7,Communication Skills,External,Incomplete,982.57,5,1,4
EMP0736,18-Jan-17,10-Sep-73,53,9,10-Jul-18,30-Jul-24,Research & Development,Laboratory Technician,No,Frequently,Yes,Male,Married,Human Resources,4,64761,5,8,Leadership Development,External,Incomplete,883.7,2,5,4
EMP0737,19-Feb-20,02-Aug-93,33,6,29-May-22,21-Aug-25,Research & Development,Research Scientist,Yes,Rarely,Yes,Male,Married,Life Sciences,3,52197,4,4,Leadership Development,External,Passed,385.01,5,3,2
EMP0738,19-Jun-15,08-Jan-99,27,10,03-Jul-15,10-Apr-25,Research & Development,Research Scientist,No,Rarely,No,Male,Widowed,Other,3,75160,1,3,Leadership Development,External,Passed,374.71,2,4,5
EMP0739,16-Jan-21,01-Apr-66,60,5,14-Jul-24,10-Dec-25,Research & Development,Research Director,No,Frequently,No,Male,Divorced,Technical Degree,4,50736,3,3,Communication Skills,Internal,Passed,193.18,1,3,4
EMP0740,26-Nov-15,01-Aug-71,55,10,26-Jun-24,24-Jan-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Medical,5,69526,5,10,Customer Service,External,Completed,889.33,2,4,5
EMP0741,06-Dec-18,07-Oct-83,43,7,07-Oct-21,07-Jul-24,Research & Development,Research Director,No,Rarely,Yes,Female,Single,Medical,2,62996,7,24,Leadership Development,External,Failed,434.59,2,4,1
EMP0742,21-Jul-25,23-Jun-96,30,0,27-Jul-25,20-Aug-24,Sales,Sales Executive,No,Rarely,No,Female,Single,Life Sciences,3,69298,2,28,Technical Skills,External,Failed,615.35,4,3,3
EMP0743,01-Dec-24,02-Jun-93,33,1,15-Mar-26,04-Oct-25,Research & Development,Research Director,No,Rarely,No,Female,Single,Medical,5,55805,7,15,Project Management,External,Failed,910.34,3,4,5
EMP0744,28-Mar-21,19-Mar-03,23,5,11-Jan-24,13-May-26,Research & Development,Research Director,No,Frequently,No,Male,Married,Life Sciences,1,58218,6,13,Customer Service,Internal,Completed,467.29,4,4,4
EMP0745,26-Jan-19,28-Feb-95,31,7,29-Aug-24,09-Feb-26,Sales,Sales Manager,Yes,Frequently,Yes,Male,Single,Technical Degree,5,66920,5,19,Customer Service,Internal,Passed,826.18,1,4,5
EMP0746,10-Oct-24,03-Jun-71,55,1,19-Apr-26,01-Sep-25,Research & Development,Research Director,No,Rarely,No,Female,Married,Life Sciences,1,69041,3,8,Communication Skills,Internal,Passed,487.26,3,5,3
EMP0747,11-Jan-26,22-Dec-81,45,0,12-Jan-26,23-Jan-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Technical Degree,5,64915,4,18,Customer Service,External,Passed,730.85,3,5,4
EMP0748,17-Jan-17,04-Oct-79,47,9,12-Nov-23,04-Apr-26,Research & Development,Manufacturing Director,No,Rarely,No,Male,Widowed,Technical Degree,3,99107,1,5,Communication Skills,External,Failed,488.07,4,5,5
EMP0749,17-Jul-25,11-May-83,43,0,26-Mar-26,06-Oct-24,Human Resources,HR Manager,No,Rarely,No,Female,Single,Medical,5,45185,4,21,Communication Skills,External,Incomplete,453.48,1,5,4
EMP0750,21-Oct-22,24-Mar-96,30,3,20-Feb-24,06-Jun-25,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Widowed,Life Sciences,3,63715,7,7,Technical Skills,External,Passed,991.64,1,3,4
EMP0751,28-Feb-24,16-Nov-77,49,2,07-Oct-24,24-Oct-24,Sales,Sales Manager,No,Rarely,No,Male,Divorced,Life Sciences,4,33527,5,5,Leadership Development,External,Passed,651.11,3,3,3
EMP0752,23-Jun-22,06-Jun-63,63,3,10-Oct-25,04-Feb-25,Human Resources,HR Manager,No,Rarely,Yes,Male,Married,Life Sciences,2,72441,6,25,Customer Service,External,Incomplete,430.65,5,3,3
EMP0753,15-Mar-22,20-Dec-69,57,4,24-Nov-25,09-Nov-24,Research & Development,Research Scientist,No,Rarely,No,Female,Married,Human Resources,3,42695,3,19,Leadership Development,Internal,Passed,332.04,4,5,3
EMP0754,06-May-17,22-Apr-82,44,9,05-Sep-22,22-Mar-25,Sales,Sales Representative,No,Rarely,No,Female,Married,Medical,4,59433,1,25,Leadership Development,External,Passed,135.79,1,2,4
EMP0755,10-Aug-18,13-Mar-67,59,7,11-Sep-23,20-Sep-25,Sales,Area Sales Manager,No,Rarely,Yes,Male,Married,Human Resources,4,57558,3,17,Leadership Development,External,Incomplete,735.91,2,3,5
EMP0756,25-May-22,23-Dec-85,41,4,10-Sep-24,06-Sep-24,Research & Development,Research Director,No,Rarely,No,Male,Single,Marketing,5,70617,3,19,Communication Skills,External,Completed,434.94,2,2,3
EMP0757,26-Mar-24,06-Mar-86,40,2,21-Jun-25,09-Jul-24,Research & Development,Research Director,No,Frequently,No,Male,Single,Marketing,4,53944,6,4,Leadership Development,Internal,Failed,839.13,3,3,4
EMP0758,10-Feb-26,19-Dec-04,22,0,20-Feb-26,09-Feb-25,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Female,Married,Technical Degree,5,53093,5,22,Customer Service,External,Completed,427.48,4,3,5
EMP0759,19-Jun-21,02-Oct-79,47,4,01-Nov-24,01-Jul-24,Research & Development,Research Director,No,Rarely,No,Male,Married,Human Resources,4,93717,4,26,Communication Skills,External,Completed,436.0,2,4,3
EMP0760,25-Dec-23,11-Oct-93,33,2,30-Aug-25,09-Feb-26,Research & Development,Research Director,Yes,Travel,Yes,Male,Married,Medical,5,70691,3,24,Customer Service,External,Passed,801.26,3,1,5
EMP0761,28-Oct-15,21-Apr-65,61,10,23-Nov-15,25-May-25,Sales,Sales Representative,No,Rarely,No,Male,Single,Life Sciences,5,53778,7,7,Communication Skills,External,Completed,540.52,4,4,5
EMP0762,14-Mar-25,16-Feb-68,58,1,17-Jul-25,03-Jan-25,Sales,Sales Executive,No,Rarely,No,Male,Married,Technical Degree,3,59983,7,24,Project Management,External,Failed,896.41,3,5,1
EMP0763,22-Dec-16,24-Jun-95,31,9,10-Feb-23,30-Oct-24,Sales,Sales Manager,No,Rarely,No,Female,Single,Medical,5,97907,3,22,Project Management,External,Incomplete,631.12,2,4,2
EMP0764,20-Jan-22,12-Apr-00,26,4,12-Aug-23,25-May-26,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Marketing,5,60296,3,6,Project Management,Internal,Incomplete,316.58,3,2,2
EMP0765,29-Aug-20,21-Mar-84,42,5,27-Dec-22,19-Sep-25,Sales,Sales Manager,No,Rarely,No,Male,Single,Technical Degree,3,51214,1,14,Project Management,External,Passed,611.44,3,5,4
EMP0766,02-Apr-22,22-Dec-99,27,4,11-Jul-22,27-Dec-25,Research & Development,Research Scientist,No,Rarely,No,Male,Single,Marketing,4,51300,3,22,Communication Skills,External,Failed,103.6,5,4,3
EMP0767,07-Aug-17,11-Dec-64,62,8,03-Sep-19,24-Oct-24,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Single,Technical Degree,2,54017,7,19,Leadership Development,External,Passed,381.16,4,1,4
EMP0768,25-Jan-24,09-Jan-76,50,2,24-Jun-24,13-Apr-26,Research & Development,Research Scientist,No,Frequently,No,Female,Divorced,Technical Degree,5,53110,3,26,Technical Skills,External,Passed,287.16,2,4,4
EMP0769,10-Jan-15,23-Apr-91,35,11,05-Apr-16,13-Jan-26,Sales,Sales Manager,Yes,Rarely,Yes,Male,Single,Human Resources,3,39407,5,20,Technical Skills,External,Failed,688.77,2,4,5
EMP0770,12-May-25,09-Jun-00,26,1,11-Apr-26,19-Jul-25,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Married,Human Resources,2,42515,7,11,Project Management,External,Completed,222.43,3,4,5
EMP0771,08-Apr-24,01-Dec-98,28,2,31-Mar-25,24-Feb-25,Sales,Sales Executive,No,Frequently,No,Female,Single,Technical Degree,4,48413,3,22,Leadership Development,External,Failed,361.09,3,1,5
EMP0772,20-Mar-16,15-Jul-01,25,10,17-Aug-16,02-Jul-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Divorced,Technical Degree,4,76831,6,29,Customer Service,External,Failed,398.18,5,4,3
EMP0773,17-Mar-19,14-Mar-78,48,7,01-Nov-20,24-Jan-26,Sales,Area Sales Manager,No,Frequently,No,Male,Married,Other,5,57375,6,7,Leadership Development,External,Completed,102.96,3,4,3
EMP0774,11-Feb-23,12-Jul-73,53,3,18-Apr-23,11-Jun-25,Research & Development,Manufacturing Director,No,Rarely,Yes,Male,Single,Marketing,5,60856,7,3,Customer Service,External,Completed,142.09,5,3,1
EMP0775,07-Mar-26,04-Jul-70,56,0,31-May-26,26-Dec-25,Research & Development,Research Scientist,Yes,Frequently,Yes,Female,Married,Marketing,4,90401,3,20,Technical Skills,External,Completed,380.01,4,4,4
EMP0776,30-Nov-24,21-Oct-74,52,1,01-Oct-25,18-Apr-26,Sales,Area Sales Manager,No,Rarely,No,Male,Married,Human Resources,2,90900,6,22,Leadership Development,Internal,Passed,300.12,5,3,4
EMP0777,27-Feb-16,06-Apr-61,65,10,14-Nov-19,05-Sep-25,Sales,Sales Representative,No,Frequently,No,Male,Married,Technical Degree,4,59357,5,17,Leadership Development,External,Completed,205.22,4,4,5
EMP0778,26-Jul-19,26-Feb-76,50,6,19-Jul-20,07-Jun-25,Research & Development,Research Director,No,Travel,Yes,Male,Single,Life Sciences,4,52382,1,11,Technical Skills,External,Incomplete,238.75,4,3,5
EMP0779,27-Dec-20,01-May-02,24,5,06-Apr-21,08-Apr-25,Research & Development,Research Scientist,No,Rarely,No,Male,Widowed,Other,4,47711,6,15,Leadership Development,External,Passed,851.98,4,3,3
EMP0780,09-Dec-17,04-May-84,42,8,28-Feb-19,29-Aug-24,Research & Development,Manufacturing Director,No,Rarely,Yes,Female,Married,Life Sciences,3,78855,7,7,Customer Service,External,Failed,714.99,5,5,4
EMP0781,17-Jun-21,06-Jun-00,26,4,18-Oct-23,12-Jun-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Human Resources,4,60905,6,29,Leadership Development,Internal,Incomplete,535.71,3,4,3
EMP0782,29-Oct-24,24-Mar-80,46,1,29-Apr-25,23-Apr-26,Research & Development,Research Director,No,Rarely,No,Female,Married,Human Resources,3,57270,4,15,Customer Service,Internal,Failed,917.99,5,3,2
EMP0783,14-Nov-25,03-Sep-00,26,0,25-Dec-25,19-Aug-25,Sales,Area Sales Manager,No,Rarely,No,Female,Married,Other,4,48726,5,27,Project Management,External,Failed,126.6,4,3,5
EMP0784,21-Sep-17,20-Oct-83,43,8,04-Apr-25,17-Aug-25,Sales,Area Sales Manager,Yes,Rarely,Yes,Male,Divorced,Life Sciences,4,49606,6,17,Leadership Development,External,Passed,410.44,3,4,5
EMP0785,25-Aug-15,01-Dec-74,52,10,01-Nov-18,16-Dec-24,Sales,Sales Executive,No,Rarely,No,Male,Married,Technical Degree,5,71401,1,11,Customer Service,External,Failed,841.05,5,5,2
EMP0786,14-May-20,06-Nov-77,49,6,10-May-22,26-Aug-24,Human Resources,Recruiter,No,Rarely,Yes,Male,Married,Marketing,4,38691,4,29,Technical Skills,Internal,Failed,665.46,5,4,5
EMP0787,21-Jul-18,06-Jul-66,60,7,29-Aug-23,25-Mar-26,Research & Development,Research Director,No,Rarely,No,Male,Single,Medical,3,84897,7,28,Project Management,External,Passed,983.52,4,4,5
EMP0788,20-Dec-21,11-Feb-01,25,4,03-Mar-26,01-Jan-25,Research & Development,Research Scientist,No,Rarely,No,Female,Divorced,Life Sciences,5,54323,7,29,Leadership Development,External,Failed,950.06,3,5,2
EMP0789,23-Apr-15,14-Apr-91,35,11,19-Oct-21,25-Nov-25,Research & Development,Laboratory Technician,Yes,Rarely,Yes,Male,Married,Technical Degree,4,62007,3,12,Customer Service,Internal,Passed,252.95,5,4,3
EMP0790,25-Feb-24,24-Dec-69,57,2,27-Feb-25,06-Sep-24,Human Resources,HR Manager,No,Rarely,No,Female,Single,Marketing,3,38260,5,13,Leadership Development,Internal,Completed,974.79,4,2,4
EMP0791,02-Feb-17,22-May-70,56,9,28-Jun-17,06-Dec-25,Sales,Area Sales Manager,Yes,Rarely,Yes,Female,Single,Life Sciences,4,64752,6,26,Customer Service,Internal,Incomplete,950.98,4,4,5
EMP0792,15-Jan-20,08-May-86,40,6,30-Jan-21,07-Mar-26,Research & Development,Laboratory Technician,No,Rarely,Yes,Female,Single,Technical Degree,3,58433,3,11,Leadership Development,Internal,Failed,436.25,5,3,3
EMP0793,18-Jul-17,13-Jan-98,28,8,28-Feb-26,06-Oct-24,Research & Development,Research Director,Yes,Rarely,Yes,Male,Widowed,Human Resources,5,63998,5,11,Project Management,Internal,Failed,984.59,2,4,3
EMP0794,08-May-25,27-Sep-68,58,1,08-Oct-25,22-Dec-25,Research & Development,Research Director,No,Rarely,Yes,Male,Single,Human Resources,4,94434,7,25,Project Management,Internal,Failed,132.26,2,1,4
EMP0795,20-Aug-17,02-Mar-73,53,8,03-Apr-21,02-Dec-24,Sales,Sales Manager,No,Rarely,No,Female,Married,Other,4,68553,4,26,Leadership Development,External,Passed,694.68,4,3,4
EMP0796,15-Jun-18,14-Jan-81,45,7,02-Aug-22,16-Jul-25,Research & Development,Laboratory Technician,No,Frequently,No,Female,Single,Marketing,2,49106,6,9,Leadership Development,Internal,Incomplete,339.53,1,3,4
EMP0797,06-Mar-26,27-May-99,27,0,23-Apr-26,23-Jul-25,Human Resources,HR Manager,No,Rarely,Yes,Male,Married,Other,3,50773,7,11,Communication Skills,Internal,Passed,216.52,4,2,2
EMP0798,18-Jul-21,20-Nov-62,64,4,21-Feb-26,10-Jul-24,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Other,5,76902,1,25,Leadership Development,Internal,Passed,619.78,2,3,5
EMP0799,31-May-26,04-Apr-74,52,0,01-Jun-26,07-Aug-25,Research & Development,Research Scientist,No,Rarely,No,Male,Widowed,Medical,5,90973,5,4,Leadership Development,External,Failed,375.72,2,4,4
EMP0800,17-Feb-21,06-Apr-03,23,5,20-May-25,07-Sep-25,Human Resources,HR Manager,No,Frequently,No,Male,Married,Life Sciences,3,70638,7,2,Project Management,External,Completed,700.14,3,3,5
EMP0801,26-Apr-24,03-May-64,62,2,07-Jul-25,10-Jul-24,Research & Development,Manufacturing Director,No,Travel,No,Male,Divorced,Marketing,3,78774,7,23,Leadership Development,Internal,Passed,585.98,3,4,5
EMP0802,27-Oct-25,10-Feb-74,52,0,30-May-26,27-Jun-24,Sales,Area Sales Manager,No,Rarely,No,Male,Married,Marketing,3,77194,1,29,Technical Skills,External,Passed,453.33,2,4,5
EMP0803,04-Aug-25,16-Aug-79,47,0,12-May-26,07-Jul-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Single,Technical Degree,4,93381,3,4,Leadership Development,External,Completed,263.64,1,4,5
EMP0804,19-Jun-20,03-May-62,64,5,11-Mar-21,05-Jun-25,Research & Development,Laboratory Technician,No,Frequently,No,Male,Single,Technical Degree,4,30000,7,14,Communication Skills,Internal,Passed,641.13,3,4,5
EMP0805,30-Mar-25,13-Sep-63,63,1,26-Aug-25,05-Mar-26,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Human Resources,4,78344,3,5,Customer Service,External,Passed,846.31,4,2,4
EMP0806,30-Mar-18,13-Jun-93,33,8,10-Jul-23,11-Dec-24,Research & Development,Laboratory Technician,No,Rarely,No,Male,Widowed,Technical Degree,4,84674,4,17,Project Management,External,Passed,640.0,5,3,4
EMP0807,09-Aug-23,15-Mar-81,45,2,10-May-24,26-Oct-24,Human Resources,Recruiter,No,Rarely,No,Female,Divorced,Life Sciences,5,38225,4,27,Technical Skills,Internal,Passed,649.47,1,5,4
EMP0808,11-Apr-19,15-May-02,24,7,22-Aug-20,16-Jun-25,Human Resources,Healthcare Representative,Yes,Rarely,Yes,Male,Single,Other,4,47286,2,12,Customer Service,External,Failed,560.65,4,4,4
EMP0809,26-May-26,08-May-75,51,0,03-Jun-26,15-Jan-26,Research & Development,Research Scientist,Yes,Travel,No,Male,Single,Medical,2,47984,2,26,Technical Skills,External,Completed,449.42,3,4,1
EMP0810,23-Jan-18,02-Oct-87,39,8,02-Oct-21,29-May-26,Sales,Sales Executive,No,Travel,No,Male,Single,Other,4,50424,4,29,Project Management,External,Completed,511.71,3,4,3
EMP0811,25-Jul-16,22-Dec-95,31,9,22-Jun-22,22-Jan-26,Human Resources,Recruiter,No,Frequently,No,Male,Widowed,Life Sciences,5,55365,6,6,Communication Skills,Internal,Passed,990.59,5,1,2
EMP0812,13-Mar-21,22-Feb-98,28,5,08-Jul-23,28-Dec-24,Research & Development,Research Scientist,Yes,Rarely,Yes,Male,Divorced,Other,4,69852,3,12,Project Management,External,Passed,774.7,3,4,3
EMP0813,22-Apr-24,14-Sep-82,44,2,11-Oct-25,27-Aug-25,Sales,Sales Executive,No,Frequently,No,Female,Married,Life Sciences,4,82313,1,15,Technical Skills,External,Passed,487.5,3,1,2
EMP0814,16-Aug-22,18-Apr-67,59,3,19-Oct-23,26-May-25,Human Resources,HR Manager,No,Rarely,No,Male,Married,Medical,4,86626,7,23,Technical Skills,Internal,Passed,511.57,2,5,5
EMP0815,22-May-26,27-Jul-01,25,0,28-May-26,31-Jan-25,Research & Development,Research Scientist,No,Rarely,Yes,Male,Married,Life Sciences,5,48243,7,19,Project Management,Internal,Passed,549.67,5,3,4
EMP0816,28-Dec-20,18-Jul-71,55,5,03-Jun-24,16-Apr-25,Research & Development,Manufacturing Director,No,Frequently,No,Male,Married,Human Resources,4,48105,4,10,Leadership Development,External,Passed,693.38,3,4,3
EMP0817,22-Jan-15,19-Aug-61,65,11,12-May-16,28-Jun-25,Research & Development,Research Director,Yes,Rarely,Yes,Male,Single,Other,3,91316,6,2,Project Management,External,Passed,519.36,4,1,4
EMP0818,06-May-21,10-Aug-89,37,5,15-Dec-21,27-Dec-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Marketing,5,77934,1,29,Communication Skills,Internal,Failed,717.56,3,5,3
EMP0819,11-Sep-21,28-Jul-99,27,4,24-Nov-24,27-Feb-26,Sales,Sales Manager,No,Rarely,Yes,Male,Single,Other,5,66657,2,12,Project Management,Internal,Passed,396.27,3,5,5
EMP0820,25-Dec-25,19-Sep-02,24,0,04-Jun-26,31-Oct-25,Sales,Sales Manager,No,Frequently,Yes,Female,Single,Technical Degree,3,74466,1,12,Customer Service,External,Passed,469.58,5,2,3
EMP0821,02-May-18,22-Oct-71,55,8,06-Apr-24,04-Jan-26,Research & Development,Research Director,No,Rarely,No,Female,Divorced,Technical Degree,4,64403,4,26,Leadership Development,External,Passed,877.65,1,3,3
EMP0822,06-Jan-25,04-Mar-65,61,1,05-Apr-25,12-Jan-25,Sales,Sales Executive,No,Rarely,No,Male,Married,Human Resources,4,75491,3,7,Customer Service,Internal,Passed,396.02,4,1,5
EMP0823,11-Nov-25,06-Mar-76,50,0,14-Mar-26,28-Oct-25,Sales,Area Sales Manager,No,Rarely,Yes,Female,Married,Medical,2,58278,4,1,Project Management,External,Completed,967.99,4,4,4
